G_NUMBER	country	lineage	sublineage	isolation_date	new_id
G05678	Malawi	L4	L4.8	30-09-1998	G05678/30-09-1998/1
G05679	Malawi	L4	L4.8	07-06-1999	G05679/07-06-1999/1
G05680	Malawi	L4	L4.8	27-07-1999	G05680/27-07-1999/1
G05807	Malawi	L4		27-06-2008	G05807/27-06-2008/1
G05808	Malawi	L4		21-08-2009	G05808/21-08-2009/1
G05847	Malawi	L4		08-12-2003	G05847/08-12-2003/1
G05848	Malawi	L4		20-08-2003	G05848/20-08-2003/1
G05849	Malawi	L4	L4.8	05-08-2003	G05849/05-08-2003/1
G05850	Malawi	L4		22-09-2003	G05850/22-09-2003/1
G05852	Malawi	L4		22-01-2004	G05852/22-01-2004/1
G05853	Malawi	L4	L4.8	11-11-2003	G05853/11-11-2003/1
G05854	Malawi	L4	L4.8	19-11-2003	G05854/19-11-2003/1
G05855	Malawi	L4		29-04-2003	G05855/29-04-2003/1
G05857	Malawi	L4		24-06-1997	G05857/24-06-1997/1
G05858	Malawi	L4		24-06-1997	G05858/24-06-1997/1
G05859	Malawi	L4	L4.8	25-04-2002	G05859/25-04-2002/1
G05861	Malawi	L4		17-08-2001	G05861/17-08-2001/1
G05862	Malawi	L4	L4.8	23-07-2004	G05862/23-07-2004/1
G05863	Malawi	L4		22-09-2004	G05863/22-09-2004/1
G05864	Malawi	L4	L4.7	27-09-2004	G05864/27-09-2004/1
G05865	Malawi	L4		28-04-1997	G05865/28-04-1997/1
G05875	Malawi	L4	L4.8	01-07-2004	G05875/01-07-2004/1
G05876	Malawi	L4	L4.8	23-08-2004	G05876/23-08-2004/1
G05877	Malawi	L4	L4.7	11-12-1997	G05877/11-12-1997/1
G05878	Malawi	L4		06-03-1999	G05878/06-03-1999/1
G05880	Malawi	L4		07-08-1999	G05880/07-08-1999/1
G05881	Malawi	L4		01-12-1998	G05881/01-12-1998/1
G05882	Malawi	L4		20-11-1997	G05882/20-11-1997/1
G05883	Malawi	L4		06-06-2000	G05883/06-06-2000/1
G05884	Malawi	L4	L4.8	21-02-2001	G05884/21-02-2001/1
G05885	Malawi	L4		20-04-2001	G05885/20-04-2001/1
G05886	Malawi	L4		11-06-2001	G05886/11-06-2001/1
G05887	Malawi	L4		08-10-1998	G05887/08-10-1998/1
G05888	Malawi	L4		18-03-1997	G05888/18-03-1997/1
G05889	Malawi	L4		05-02-1997	G05889/05-02-1997/1
G05890	Malawi	L4		15-09-1996	G05890/15-09-1996/1
G05891	Malawi	L4		29-01-1998	G05891/29-01-1998/1
G05892	Malawi	L4		08-06-1998	G05892/08-06-1998/1
G05893	Malawi	L4		06-11-1997	G05893/06-11-1997/1
G05894	Malawi	L4		14-07-1998	G05894/14-07-1998/1
G05896	Malawi	L4		20-11-1997	G05896/20-11-1997/1
G05897	Malawi	L4	L4.8	12-05-1999	G05897/12-05-1999/1
G05898	Malawi	L4	L4.8	28-06-2000	G05898/28-06-2000/1
G05900	Malawi	L4	L4.8	03-08-1999	G05900/03-08-1999/1
G05901	Malawi	L4		11-02-1998	G05901/11-02-1998/1
G05902	Malawi	L4		15-03-1996	G05902/15-03-1996/1
G05903	Malawi	L4		08-06-1996	G05903/08-06-1996/1
G05904	Malawi	L4		24-03-1998	G05904/24-03-1998/1
G05905	Malawi	L4	L4.7	01-11-1998	G05905/01-11-1998/1
G05906	Malawi	L4	L4.8	20-09-2006	G05906/20-09-2006/1
G05908	Malawi	L4		27-06-2008	G05908/27-06-2008/1
G05909	Malawi	L4		27-11-2001	G05909/27-11-2001/1
G05910	Malawi	L4		03-08-1998	G05910/03-08-1998/1
G05911	Malawi	L4	L4.8	22-01-1998	G05911/22-01-1998/1
G05912	Malawi	L4	L4.8	15-07-2004	G05912/15-07-2004/1
G05913	Malawi	L4	L4.8	14-04-2005	G05913/14-04-2005/1
G05914	Malawi	L4		03-05-2005	G05914/03-05-2005/1
G05915	Malawi	L4		29-04-2005	G05915/29-04-2005/1
G05916	Malawi	L4		19-04-2005	G05916/19-04-2005/1
G05917	Malawi	L4	L4.7	11-04-2005	G05917/11-04-2005/1
G05918	Malawi	L4		23-05-2006	G05918/23-05-2006/1
G05919	Malawi	L4		08-06-2006	G05919/08-06-2006/1
G05920	Malawi	L4		21-01-2002	G05920/21-01-2002/1
G05921	Malawi	L3	L3.1.1	19-07-2002	G05921/19-07-2002/1
G05922	Malawi	L4	L4.8	08-07-1999	G05922/08-07-1999/1
G05923	Malawi	L4	L4.8	21-04-1999	G05923/21-04-1999/1
G05925	Malawi	L4		24-10-1998	G05925/24-10-1998/1
G05926	Malawi	L4		09-08-2001	G05926/09-08-2001/1
G05927	Malawi	L4		15-02-2000	G05927/15-02-2000/1
G05928	Malawi	L4		17-01-2002	G05928/17-01-2002/1
G05929	Malawi	L4	L4.7	07-02-2002	G05929/07-02-2002/1
G05930	Malawi	L4	L4.8	30-10-2000	G05930/30-10-2000/1
G05931	Malawi	L4	L4.8	27-10-1999	G05931/27-10-1999/1
G05932	Malawi	L4	L4.8	29-11-1998	G05932/29-11-1998/1
G05933	Malawi	L4		26-02-2001	G05933/26-02-2001/1
G05935	Malawi	L4	L4.8	08-12-1999	G05935/08-12-1999/1
G05936	Malawi	L4	L4.8	26-10-2001	G05936/26-10-2001/1
G05937	Malawi	L4	L4.8	29-11-2001	G05937/29-11-2001/1
G05938	Malawi	L4		12-09-2002	G05938/12-09-2002/1
G05940	Malawi	L4	L4.8	07-05-2009	G05940/07-05-2009/1
G05941	Malawi	L4		22-10-2009	G05941/22-10-2009/1
G05942	Malawi	L4	L4.8	17-03-2006	G05942/17-03-2006/1
G05943	Malawi	L4		24-09-2007	G05943/24-09-2007/1
G05944	Malawi	L4		02-04-2008	G05944/02-04-2008/1
G05945	Malawi	L4		01-04-2008	G05945/01-04-2008/1
G05946	Malawi	L4	L4.8	25-08-2008	G05946/25-08-2008/1
G05947	Malawi	L4		19-04-2010	G05947/19-04-2010/1
G05948	Malawi	L4		19-04-2010	G05948/19-04-2010/1
G05949	Malawi	L4		09-03-1996	G05949/09-03-1996/1
G05951	Malawi	L4		21-01-2002	G05951/21-01-2002/1
G05952	Malawi	L4		12-08-2002	G05952/12-08-2002/1
G05953	Malawi	L4		21-10-2008	G05953/21-10-2008/1
G05985	Malawi	L4	L4.8	27-07-2004	G05985/27-07-2004/1
G05986	Malawi	L4		29-07-2004	G05986/29-07-2004/1
G05987	Malawi	L4		07-10-2004	G05987/07-10-2004/1
G05988	Malawi	L4		26-11-2004	G05988/26-11-2004/1
G05989	Malawi	L4		08-12-2004	G05989/08-12-2004/1
G05990	Malawi	L4		21-01-2006	G05990/21-01-2006/1
G05991	Malawi	L4	L4.8	05-12-2005	G05991/05-12-2005/1
G05992	Malawi	L4		13-11-2006	G05992/13-11-2006/1
G05993	Malawi	L4		01-12-2006	G05993/01-12-2006/1
G05994	Malawi	L4		27-02-2007	G05994/27-02-2007/1
G05995	Malawi	L4		15-05-2007	G05995/15-05-2007/1
G05996	Malawi	L4		24-10-2007	G05996/24-10-2007/1
G05997	Malawi	L4	L4.7	16-09-1997	G05997/16-09-1997/1
G05998	Malawi	L4		17-04-2000	G05998/17-04-2000/1
G05999	Malawi	L4	L4.8	28-08-2000	G05999/28-08-2000/1
G06000	Malawi	L4		21-09-2000	G06000/21-09-2000/1
G06001	Malawi	L4		11-01-1999	G06001/11-01-1999/1
G06002	Malawi	L4	L4.8	21-06-2001	G06002/21-06-2001/1
G06003	Malawi	L4	L4.8	06-09-2001	G06003/06-09-2001/1
G06004	Malawi	L4	L4.7	08-11-2001	G06004/08-11-2001/1
G06005	Malawi	L4		15-11-2001	G06005/15-11-2001/1
G06006	Malawi	L4		16-09-2003	G06006/16-09-2003/1
G06007	Malawi	L4		13-04-2004	G06007/13-04-2004/1
G06597	Malawi	L2	L2.2.1	26-11-2001	G06597/26-11-2001/1
G06599	Malawi	L2	L2.2.1	02-02-1998	G06599/02-02-1998/1
G06602	Malawi	L2	L2.2.1	19-03-2010	G06602/19-03-2010/1
G06603	Malawi	L2	L2.2.1	20-01-1999	G06603/20-01-1999/1
G06606	Malawi	L2	L2.2.1	28-05-2004	G06606/28-05-2004/1
G06608	Malawi	L2	L2.2.1	27-03-2002	G06608/27-03-2002/1
G06610	Malawi	L2	L2.2.1	15-10-2001	G06610/15-10-2001/1
G06612	Malawi	L2	L2.2.1	10-02-2006	G06612/10-02-2006/1
G06613	Malawi	L2	L2.2.1	02-11-1998	G06613/02-11-1998/1
G06616	Malawi	L2	L2.2.1	06-11-2001	G06616/06-11-2001/1
G06617	Malawi	L2	L2.2.1	20-03-2003	G06617/20-03-2003/1
G06618	Malawi	L2	L2.2.1	15-02-1999	G06618/15-02-1999/1
G06619	Malawi	L2	L2.2.1	05-12-2001	G06619/05-12-2001/1
G06620	Malawi	L2	L2.2.1	20-08-2010	G06620/20-08-2010/1
G06622	Malawi	L2	L2.2.1	23-06-1998	G06622/23-06-1998/1
G06623	Malawi	L2	L2.2.1	11-12-2001	G06623/11-12-2001/1
G06627	Malawi	L2	L2.2.1	05-10-2009	G06627/05-10-2009/1
G06628	Malawi	L2	L2.2.1	17-08-2001	G06628/17-08-2001/1
G06631	Malawi	L2	L2.2.1	09-02-1998	G06631/09-02-1998/1
G06634	Malawi	L2	L2.2.1	11-06-1999	G06634/11-06-1999/1
G06635	Malawi	L2	L2.2.1	25-10-2005	G06635/25-10-2005/1
G06636	Malawi	L2	L2.2.1	31-01-1999	G06636/31-01-1999/1
G06637	Malawi	L2	L2.2.1	03-07-2008	G06637/03-07-2008/1
G06638	Malawi	L2	L2.2.1	16-07-2010	G06638/16-07-2010/1
G06639	Malawi	L2	L2.2.1	06-07-1998	G06639/06-07-1998/1
G06640	Malawi	L2	L2.2.1	23-11-2006	G06640/23-11-2006/1
G06641	Malawi	L2	L2.2.1	17-10-2002	G06641/17-10-2002/1
G06642	Malawi	L2	L2.2.1	19-07-2002	G06642/19-07-2002/1
G06643	Malawi	L2	L2.2.1	05-09-2003	G06643/05-09-2003/1
G06644	Malawi	L2	L2.2.1	16-03-2000	G06644/16-03-2000/1
G06646	Malawi	L2	L2.2.1	30-08-2010	G06646/30-08-2010/1
G06647	Malawi	L2	L2.2.1	10-12-2001	G06647/10-12-2001/1
G06648	Malawi	L2	L2.2.1	11-06-2008	G06648/11-06-2008/1
G06649	Malawi	L2	L2.2.1	08-10-2002	G06649/08-10-2002/1
G06650	Malawi	L2	L2.2.1	05-08-2010	G06650/05-08-2010/1
G06654	Malawi	L2	L2.2.1	19-07-1999	G06654/19-07-1999/1
G06656	Malawi	L2	L2.2.1	16-10-2001	G06656/16-10-2001/1
G06658	Malawi	L2	L2.2.1	22-04-2003	G06658/22-04-2003/1
G06659	Malawi	L2	L2.2.1	14-04-1998	G06659/14-04-1998/1
G06661	Malawi	L2	L4.3.4.2	12-06-2000	G06661/12-06-2000/1
G06662	Malawi	L2	L2.2.1	16-04-2002	G06662/16-04-2002/1
G06665	Malawi	L2	L2.2.1	23-09-2004	G06665/23-09-2004/1
G06666	Malawi	L2	L2.2.1	13-12-2001	G06666/13-12-2001/1
G06667	Malawi	L2	L2.2.1	10-01-2002	G06667/10-01-2002/1
G06669	Malawi	L2	L2.2.1	11-11-1998	G06669/11-11-1998/1
G06671	Malawi	L2	L2.2.1	04-12-2001	G06671/04-12-2001/1
G06672	Malawi	L2	L2.2.1	29-11-2004	G06672/29-11-2004/1
G06673	Malawi	L2	L2.2.1	08-04-1999	G06673/08-04-1999/1
G06674	Malawi	L2	L2.2.1	13-05-2000	G06674/13-05-2000/1
G06676	Malawi	L2	L2.2.1	01-08-2008	G06676/01-08-2008/1
G06677	Malawi	L2	L2.2.1	25-03-2001	G06677/25-03-2001/1
G06678	Malawi	L2	L2.2.1	24-10-2007	G06678/24-10-2007/1
G06679	Malawi	L2	L2.2.1	17-10-2003	G06679/17-10-2003/1
G09021	Malawi	L4	L4.3.4.2.1	29-04-1996	G09021/29-04-1996/1
G09109	Malawi	L4	L4.3.4.2.1	04-01-2005	G09109/04-01-2005/1
G09135	Malawi	L4	L4.3.4.2.1	06-04-1999	G09135/06-04-1999/1
G09295	Malawi	L1	L1.2.2	04-12-2001	G09295/04-12-2001/1
G09299	Malawi	L1	L1.1.2	18-12-1997	G09299/18-12-1997/1
G09301	Malawi	L1	L1.1.2	09-09-1997	G09301/09-09-1997/1
G09302	Malawi	L1	L1.1.2	22-03-2002	G09302/22-03-2002/1
G09304	Malawi	L1	L1.1.3	10-03-2005	G09304/10-03-2005/1
G09305	Malawi	L1	L1.1.3	01-12-2000	G09305/01-12-2000/1
G09306	Malawi	L4	L4.3.4.2.1	20-12-1999	G09306/20-12-1999/1
G09307	Malawi	L3	L3.1.1	30-06-2004	G09307/30-06-2004/1
G09308	Malawi	L4	L4.3.4.2.1	28-05-1998	G09308/28-05-1998/1
G09309	Malawi	L4	L4.3.4.2.1	26-07-1998	G09309/26-07-1998/1
G09310	Malawi	L4	L4.3.4.2.1	12-09-1995	G09310/12-09-1995/1
G09311	Malawi	L4	L4.3.4.1	04-06-2000	G09311/04-06-2000/1
G09312	Malawi	L4	L4.3.4.2.1	04-03-1998	G09312/04-03-1998/1
G09314	Malawi	L4	L4.3.4.2.1	16-12-1996	G09314/16-12-1996/1
G09315	Malawi	L4	L4.1.2	08-06-1999	G09315/08-06-1999/1
G09316	Malawi	L4	L4.3.4.2.1	30-10-2000	G09316/30-10-2000/1
G09317	Malawi	L4	L4.3.4.2.1	20-06-2001	G09317/20-06-2001/1
G09318	Malawi	L4	L4.3.4.2.1	23-08-1999	G09318/23-08-1999/1
G09319	Malawi	L4	L4.3.4.2.1	21-02-2006	G09319/21-02-2006/1
G09320	Malawi	L4	L4.3.4.2.1	27-02-2000	G09320/27-02-2000/1
G09321	Malawi	L4	L4.3.4.2.1	22-06-1999	G09321/22-06-1999/1
G09322	Malawi	L4	L4.3.4.1	31-08-1998	G09322/31-08-1998/1
G09323	Malawi	L4	L4.1.1.3	06-08-2001	G09323/06-08-2001/1
G09324	Malawi	L4	L4.1.1.3	09-10-2002	G09324/09-10-2002/1
G09325	Malawi	L4	L4.1.1.3	24-03-2003	G09325/24-03-2003/1
G09326	Malawi	L4	L4.3.4.2.1	15-11-1995	G09326/15-11-1995/1
G09327	Malawi	L4	L4.3.4.2.1	14-09-1996	G09327/14-09-1996/1
G09328	Malawi	L4	L4.3.4.2.1	26-04-1999	G09328/26-04-1999/1
G09329	Malawi	L4	L4.3.4.2.1	19-05-1999	G09329/19-05-1999/1
G09330	Malawi	L4	L4.3.4.2.1	29-05-1997	G09330/29-05-1997/1
G09331	Malawi	L4	L4.3.4.2.1	20-10-1997	G09331/20-10-1997/1
G09332	Malawi	L4	L4.4.1	28-04-1997	G09332/28-04-1997/1
G09333	Malawi	L4	L4.3.4.2.1	19-06-1997	G09333/19-06-1997/1
G09334	Malawi	L4	L4.3.4.2.1	28-08-2000	G09334/28-08-2000/1
G09335	Malawi	L4	L4.3.4.2.1	24-01-2000	G09335/24-01-2000/1
G09336	Malawi	L4	L4.3.4.1	28-04-1998	G09336/28-04-1998/1
G09337	Malawi	L4	L4.3.4.2.1	15-10-1996	G09337/15-10-1996/1
G09338	Malawi	L4	L4.3.4.2.1	18-11-1999	G09338/18-11-1999/1
G09339	Malawi	L4	L4.3.4.2.1	14-07-1998	G09339/14-07-1998/1
G09340	Malawi	L4	L4.3.4.2.1	01-11-2000	G09340/01-11-2000/1
G09342	Malawi	L4	L4.3.4.2.1	09-05-2005	G09342/09-05-2005/1
G09343	Malawi	L4	L4.3.2.1	14-03-1999	G09343/14-03-1999/1
G09344	Malawi	L4	L4.3.4.2.1	03-11-1998	G09344/03-11-1998/1
G09345	Malawi	L4	L4.3.4.2.1	19-04-2002	G09345/19-04-2002/1
G09346	Malawi	L4	L4.3.4.2.1	09-03-1999	G09346/09-03-1999/1
G09347	Malawi	L4	L4.3.4.2.1	23-07-1997	G09347/23-07-1997/1
G09348	Malawi	L4	L4.3.4.2.1	27-07-2007	G09348/27-07-2007/1
G09349	Malawi	L4	L4.3.4.2.1	24-07-2007	G09349/24-07-2007/1
G09350	Malawi	L4	L4.3.4.2.1	21-01-1998	G09350/21-01-1998/1
G09352	Malawi	L4	L4.3.4.2.1	18-12-1996	G09352/18-12-1996/1
G09353	Malawi	L4	L4.3.4.2.1	08-02-1999	G09353/08-02-1999/1
G09354	Malawi	L4	L4.3.4.2.1	28-09-2006	G09354/28-09-2006/1
G09355	Malawi	L3	L3.1.1	12-02-1997	G09355/12-02-1997/1
G09356	Malawi	L3	L3.1.1	17-10-2005	G09356/17-10-2005/1
G09357	Malawi	L1	L1.1.3	30-07-2004	G09357/30-07-2004/1
G09358	Malawi	L4	L4.3.4.2.1	20-10-2000	G09358/20-10-2000/1
G09359	Malawi	L4	L4.1.2	17-01-1997	G09359/17-01-1997/1
G09360	Malawi	L4	L4.3.4.2.1	23-01-2008	G09360/23-01-2008/1
G09361	Malawi	L4	L4.3.4.2.1	25-08-1998	G09361/25-08-1998/1
G09362	Malawi	L4	L4.3.4.2.1	21-03-2005	G09362/21-03-2005/1
G09363	Malawi	L4	L4.3.4.2.1	16-05-2005	G09363/16-05-2005/1
G09364	Malawi	L4	L4.3.4.2.1	14-04-1999	G09364/14-04-1999/1
G09365	Malawi	L4	L4.3.4.2.1	26-09-2000	G09365/26-09-2000/1
G09366	Malawi	L4	L4.4.1	13-05-1999	G09366/13-05-1999/1
G09367	Malawi	L4	L4.3.4.2.1	20-08-1997	G09367/20-08-1997/1
G09368	Malawi	L4	L4.3.4.1	04-05-1996	G09368/04-05-1996/1
G09369	Malawi	L4	L4.1.2	17-09-2007	G09369/17-09-2007/1
G09370	Malawi	L4	L4.3.4.1	24-05-2001	G09370/24-05-2001/1
G09372	Malawi	L4	L4.3.4.2.1	23-07-1997	G09372/23-07-1997/1
G09373	Malawi	L4	L4.3.4.2.1	29-06-2004	G09373/29-06-2004/1
G09374	Malawi	L4	L4.3.4.2.1	20-01-1997	G09374/20-01-1997/1
G09375	Malawi	L4	L4.3.4.2.1	05-08-2002	G09375/05-08-2002/1
G09376	Malawi	L4	L4.3.4.2.1	21-01-2003	G09376/21-01-2003/1
G09378	Malawi	L4	L4.3.4.2.1	26-07-1999	G09378/26-07-1999/1
G09379	Malawi	L4	L4.1.1.3	09-02-2004	G09379/09-02-2004/1
G09380	Malawi	L4	L4.3.4.2.1	17-08-2000	G09380/17-08-2000/1
G09381	Malawi	L4	L4.3.4.2.1	26-08-1998	G09381/26-08-1998/1
G09382	Malawi	L4	L4.3.4.2.1	07-01-2005	G09382/07-01-2005/1
G09383	Malawi	L4	L4.1.1.3	08-03-1997	G09383/08-03-1997/1
G09384	Malawi	L4	L4.3.4.2.1	17-05-2001	G09384/17-05-2001/1
G09385	Malawi	L4	L4.3.4.2.1	06-04-1999	G09385/06-04-1999/1
G09386	Malawi	L4	L4.3.4.2.1	15-09-2008	G09386/15-09-2008/1
G09387	Malawi	L4	L4.3.4.2.1	19-06-1998	G09387/19-06-1998/1
G09388	Malawi	L4	L4.3.4.1	12-04-2006	G09388/12-04-2006/1
G09390	Malawi	L4	L4.3.4.2.1	04-10-2006	G09390/04-10-2006/1
G09391	Malawi	L4	L4.3.4.2.1	21-12-1999	G09391/21-12-1999/1
G09392	Malawi	L4	L4.3.4.2.1	16-04-1998	G09392/16-04-1998/1
G09393	Malawi	L4	L4.3.4.2.1	21-04-1999	G09393/21-04-1999/1
G09394	Malawi	L4	L4.3.4.2.1	08-09-1997	G09394/08-09-1997/1
G09395	Malawi	L4	L4.3.4.2.1	07-11-1997	G09395/07-11-1997/1
G09396	Malawi	L4	L4.3.4.2.1	16-12-2005	G09396/16-12-2005/1
G09398	Malawi	L4	L4.3.4.2.1	19-09-2006	G09398/19-09-2006/1
G09399	Malawi	L4	L4.3.4.2.1	10-08-1998	G09399/10-08-1998/1
G09400	Malawi	L4	L4.1.1.3	06-02-2004	G09400/06-02-2004/1
G09402	Malawi	L4	L4.3.4.2.1	10-12-2001	G09402/10-12-2001/1
G09403	Malawi	L4	L4.3.4.2.1	04-02-1997	G09403/04-02-1997/1
G09404	Malawi	L3	L3	10-01-2000	G09404/10-01-2000/1
G09405	Malawi	L4	L4.3.4.2.1	17-08-1997	G09405/17-08-1997/1
G09406	Malawi	L4	L4.3.4.2.1	19-07-1999	G09406/19-07-1999/1
G09407	Malawi	L4	L4.3.4.2.1	28-03-1994	G09407/28-03-1994/1
G09408	Malawi	L4	L4.3.4.2.1	25-06-1997	G09408/25-06-1997/1
G09409	Malawi	L4	L4.3.4.2.1	05-10-2002	G09409/05-10-2002/1
G09410	Malawi	L4	L4.3.4.2.1	23-01-2001	G09410/23-01-2001/1
G09411	Malawi	L4	L4.3.4.2.1	09-02-1998	G09411/09-02-1998/1
G09412	Malawi	L4	L4.3.4.2.1	12-02-2000	G09412/12-02-2000/1
G09413	Malawi	L4	L4.3.4.2.1	13-02-1998	G09413/13-02-1998/1
G09414	Malawi	L4	L4.3.4.2.1	18-02-1998	G09414/18-02-1998/1
G09415	Malawi	L4	L4.3.4.2	07-03-2006	G09415/07-03-2006/1
G09416	Malawi	L4	L4.3.4.2.1	23-08-2001	G09416/23-08-2001/1
G09417	Malawi	L4	L4.3.4.2.1	25-08-2008	G09417/25-08-2008/1
G09418	Malawi	L4	L4.3.4.2.1	02-12-1999	G09418/02-12-1999/1
G09419	Malawi	L4	L4.3.4.2.1	08-02-1999	G09419/08-02-1999/1
G09420	Malawi	L4	L4.3.4.2.1	22-02-1999	G09420/22-02-1999/1
G09421	Malawi	L4	L4.3.4.2.1	14-08-1997	G09421/14-08-1997/1
G09422	Malawi	L4	L4.3.4.2.1	18-09-2002	G09422/18-09-2002/1
G09423	Malawi	L4	L4.3.4.2.1	16-10-2007	G09423/16-10-2007/1
G09424	Malawi	L4	L4.3.4.2.1	28-10-2005	G09424/28-10-2005/1
G09426	Malawi	L4	L4.3.4.2.1	08-08-1997	G09426/08-08-1997/1
G09428	Malawi	L4	L4.3.4.2.1	04-03-1998	G09428/04-03-1998/1
G09429	Malawi	L4	L4.3.4.2.1	19-08-1997	G09429/19-08-1997/1
G09430	Malawi	L4	L4.4.1	11-05-1996	G09430/11-05-1996/1
G09431	Malawi	L4	L4.3.4.1	07-10-1997	G09431/07-10-1997/1
G09432	Malawi	L4	L4.3.4.2.1	18-02-2001	G09432/18-02-2001/1
G09433	Malawi	L4	L4.3.4.2.1	09-03-1998	G09433/09-03-1998/1
G09434	Malawi	L4	L4.3.4.2.1	22-05-2000	G09434/22-05-2000/1
G09435	Malawi	L4	L4.3.4.2.1	05-06-1997	G09435/05-06-1997/1
G09436	Malawi	L4	L4.3.4.2.1	05-02-1997	G09436/05-02-1997/1
G09437	Malawi	L4	L4.3.4.2.1	29-07-1998	G09437/29-07-1998/1
G09438	Malawi	L4	L4.3.4.2.1	16-11-2005	G09438/16-11-2005/1
G09439	Malawi	L4	L4.3.4.2.1	13-03-1997	G09439/13-03-1997/1
G09440	Malawi	L4	L4.3.4.2.1	11-01-2000	G09440/11-01-2000/1
G09441	Malawi	L4	L4.3.4.2.1	27-01-1997	G09441/27-01-1997/1
G09442	Malawi	L4	L4.3.4.1	31-05-1998	G09442/31-05-1998/1
G09443	Malawi	L4	L4.3.4.2.1	06-02-1998	G09443/06-02-1998/1
G09444	Malawi	L4	L4.3.4.2.1	16-08-1999	G09444/16-08-1999/1
G09445	Malawi	L4	L4.3.4.2.1	04-04-2007	G09445/04-04-2007/1
G09446	Malawi	L4	L4.3.4.2.1	31-03-1998	G09446/31-03-1998/1
G09447	Malawi	L4	L4.4.1.1	19-06-2001	G09447/19-06-2001/1
G09449	Malawi	L4	L4.3.2.1	26-08-1995	G09449/26-08-1995/1
G09450	Malawi	L4	L4.3.4.2.1	10-08-1999	G09450/10-08-1999/1
G09451	Malawi	L4	L4.3.4.2.1	21-05-2001	G09451/21-05-2001/1
G09452	Malawi	L4	L4.3.4.1	30-07-2006	G09452/30-07-2006/1
G16670	Malawi	L3	L3.1.1	24-05-2000	G16670/24-05-2000/1
G16671	Malawi	L3	L3.1.1	12-12-2003	G16671/12-12-2003/1
G16672	Malawi	L3	L3.1.1	22-06-2005	G16672/22-06-2005/1
G16673	Malawi	L3	L3.1.1	18-09-2006	G16673/18-09-2006/1
G16675	Malawi	L3	L3.1.1	05-06-2006	G16675/05-06-2006/1
G16676	Malawi	L3	L3.1.1	29-12-2003	G16676/29-12-2003/1
G16677	Malawi	L3	L3.1.1	28-03-2006	G16677/28-03-2006/1
G16678	Malawi	L3	L3.1.1	25-01-2006	G16678/25-01-2006/1
G16679	Malawi	L3	L3.1.1	05-12-2006	G16679/05-12-2006/1
G16680	Malawi	L3	L3.1.1	07-04-2006	G16680/07-04-2006/1
G16681	Malawi	L3	L3.1.1	05-02-2006	G16681/05-02-2006/1
G16682	Malawi	L3	L3	15-08-2005	G16682/15-08-2005/1
G16683	Malawi	L3	L3.1.1	17-02-2003	G16683/17-02-2003/1
G16684	Malawi	L3	L3.1.1	10-08-2002	G16684/10-08-2002/1
G16685	Malawi	L3	L3	24-04-2001	G16685/24-04-2001/1
G16686	Malawi	L3	L3.1.1	18-05-2001	G16686/18-05-2001/1
G16687	Malawi	L3	L3.1.1	17-10-2000	G16687/17-10-2000/1
G16688	Malawi	L3	L3.1.1	25-05-2000	G16688/25-05-2000/1
G16689	Malawi	L3	L3	11-02-2003	G16689/11-02-2003/1
G16690	Malawi	L3	L3.1.1	18-09-2006	G16690/18-09-2006/1
G16691	Malawi	L3	L3	14-04-2003	G16691/14-04-2003/1
G16692	Malawi	L3	L3.1.1	13-02-2000	G16692/13-02-2000/1
G16693	Malawi	L3	L3.1.1	21-11-2005	G16693/21-11-2005/1
G16694	Malawi	L3	L3.1.1	30-07-2003	G16694/30-07-2003/1
G16695	Malawi	L3	L3	31-12-2005	G16695/31-12-2005/1
G16696	Malawi	L3	L3.1.1	19-04-2001	G16696/19-04-2001/1
G16697	Malawi	L3	L3.1.1	09-10-2003	G16697/09-10-2003/1
G16698	Malawi	L3	L3	22-10-1997	G16698/22-10-1997/1
G16699	Malawi	L3	L3.1.1	06-03-2001	G16699/06-03-2001/1
G16700	Malawi	L3	L3.1.1	28-06-2001	G16700/28-06-2001/1
G16702	Malawi	L3	L3.1.1	23-02-1996	G16702/23-02-1996/1
G16703	Malawi	L3	L3	15-03-1996	G16703/15-03-1996/1
G16704	Malawi	L3	L3	25-06-2004	G16704/25-06-2004/1
G16705	Malawi	L3	L3.1.1	08-03-2001	G16705/08-03-2001/1
G16706	Malawi	L3	L3	19-02-2007	G16706/19-02-2007/1
G16707	Malawi	L3	L3.1.1	22-03-2007	G16707/22-03-2007/1
G16708	Malawi	L3	L3.1.1	16-03-2006	G16708/16-03-2006/1
G16709	Malawi	L3	L3.1.1	06-09-2001	G16709/06-09-2001/1
G16712	Malawi	L3	L3	02-10-2000	G16712/02-10-2000/1
G16713	Malawi	L3	L3.1.1	20-04-2009	G16713/20-04-2009/1
G16715	Malawi	L3	L3.1.1	10-01-2007	G16715/10-01-2007/1
G16716	Malawi	L3	L3.1.1	15-09-2009	G16716/15-09-2009/1
G16717	Malawi	L3	L3.1.1	25-11-2008	G16717/25-11-2008/1
G16719	Malawi	L3	L3.1.1	25-02-2008	G16719/25-02-2008/1
G16721	Malawi	L3	L3	27-11-2008	G16721/27-11-2008/1
G16722	Malawi	L3	L3.1.1	25-06-1999	G16722/25-06-1999/1
G16724	Malawi	L3	L3.1.1	28-08-2008	G16724/28-08-2008/1
G16725	Malawi	L3	L3.1.1	25-10-1997	G16725/25-10-1997/1
G16726	Malawi	L3	L3.1.1	27-06-2008	G16726/27-06-2008/1
